FAISS Index,Chunk,Size (chars),Usage Count,Top Question
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"### FastText
Introduced by Facebook researchers in 2017
*   Based on sub-words, predicts the surroun...",880,13,What benefit does accessing the early access version provide?
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"The superpower of RNNs is that they process sequences of tokens or vectors, which is beneficial beca...",713,13,"How does the sequential nature of RNNs impact their training speed, particularly when dealing with l..."
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"**Tokenization**

*   Representation of text with a set of tokens: Tokenization is the process of br...",357,13,What is the purpose of tokenization in a Transformer model?
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"### Word Embedding: Properties
Word embeddings enable semantic text reasoning based on vector arithm...",499,13,How does input embedding represent textual data and what is its significance?
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"**Token Normalization**

Token normalization is the process of transforming tokens into a standard f...",1126,13,What is the purpose of tokenization in Natural Language Processing (NLP)?
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"**NLU Pipeline**
The pipeline defines the sequence of components that process user messages:

*   To...",672,13,What are the discrete units created during tokenization called?
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"**One-hot Vectors: Practical Limitations**

The sparseness of one-hot vectors can lead to impractica...",885,13,How are tokens represented for computational processing?
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"### Prompt Engineering Techniques

*   **Role Prompting:**
    *   Definition: Asks the model to ass...",3273,13,What is the key advantage of prompting over fine-tuning in terms of model flexibility?
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"**Model Selection Considerations**

Model selection involves several steps:

1.  **Task Identificati...",992,13,What strategies are employed for model selection within the Hugging Face Hub?
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"### Reward Model

*   **Inputs for Training:** Training a reward model requires specific inputs:
   ...",1190,13,What are the key factors to consider when selecting a machine learning model for a specific task?
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"## Popular BERT Variants - TinyBERT
*   TinyBERT was developed by Huawei.
*   The main differences w...",891,13,"Beyond the architecture, what other aspects of BERT and its variants are covered in the provided ove..."
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"### Continuous Bag-of-Word
Ten 5-gram examples from the sentence about Monet

CONTINUOUS BAG-OF-WORD...",2549,13,"How does the ""Bag of Words"" approach represent textual information, and what are its limitations?"
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"### LSTM

RNNs should theoretically retain information from inputs seen earlier, but they struggle t...",2071,12,"Describe the Transformer architecture and its key components, including self-attention mechanisms, a..."
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"### Fine-tuning with Proximal Policy Optimization (PPO)

*   **Goal:** The overall objective is to a...",1051,12,"Explain the concept of ""Parameter Efficient Fine Tuning"" in the context of LLMs and why it's importa..."
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"**Final Project Overview**

**Project Outline:**

The project is structured around three key compone...",398,12,What are the two components of the final evaluation for this course?
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"**Positional Encoding**

*   The solution proposed by the authors of the Transformer model is to add...",422,12,What is the purpose of tokenization in a Transformer model?
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"## BERT Input Encoding
*   BERT employs a WordPiece tokenizer for tokenization.
*   **Subword-Based*...",1065,12,What are the discrete units created during tokenization called?
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"### Applications by Business Sector

NLP is utilized across various business sectors to improve effi...",3082,12,What are some of the applications of NLP?
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"With these tools, one is well on the way to modeling language itself and how it's used. And with tha...",1433,12,What are the final two layers of the decoder and how do they contribute to generating the probabilit...
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"**Bag-of-Words Overlap**

Measuring the bag of words overlap for two texts…

*   Word Overlap: Overl...",1750,12,How is the probability distribution over the output vocabulary calculated?
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"**Training Policies - TED Policy**
Assistant makes the decision on how to respond by learning from t...",683,12,How does the task definition influence the choice of model architecture and training data?
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"#### Document Similarity: Cosine Similarity

Cosine similarity is a more appropriate measure for tex...",956,12,Explain how the example corpus of sentences about Leonardo da Vinci and tennis could be used to demo...
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"### Using RNN Variants
*   Bi-directional RRN:
    `model.add(keras.layers.Bidirectional(keras.layer...",1157,12,What are some practical applications or examples of using RLHF with the TRL library?
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"**Domain File - Basic Responses**
Example of defining basic responses in the `domain.yml` file:

```...",448,12,"What components are typically used in the Output Modules (""Mouth"") to generate the system's response..."
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"**Using NLTK**

The Natural Language Toolkit (NLTK) is a popular Python library for NLP.

*   Instal...",934,11,Where can you find the early access version of the second edition of the textbook?
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"**Installation (LangChain)**

*   Install the core LangChain library:

    ```bash
    pip install l...",541,11,Where can one access the early access version of the second edition?
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"### GRU
Gated Recurrent Unit (GRU) is an RNN architecture designed to solve the vanishing gradient p...",684,11,What is the primary cause of the vanishing gradient problem in Recurrent Neural Networks during trai...
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"## History of NLP

### First Steps of NLP

NLP has experienced periods of rapid advancement and rela...",823,11,What are some of the applications of NLP?
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"### Improvements to Word2Vec
**Negative Sampling**
*   Each training example causes the network to u...",947,11,How is the final output word selected for each time step?
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"### Prompt Engineering Techniques

*   **Zero-Shot Prompting:**
    *   Definition: A prompt that di...",671,11,How does the flexibility of combining different pre-training tasks enhance the versatility and zero-...
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"**Corpus Management**

This section demonstrates how to load and explore the Reuters dataset using t...",1602,11,What does NLTK offer for PoS tagging?
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"**Domain File - List of Entities**

```yaml
entities:
  - PERSON
  - time
  - membership_type
  - pr...",519,11,"What is the purpose of Named Entity Recognition (NER) in spaCy, and what are some examples of entiti..."
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"### Corpus Processing: Term-Document Matrix

The resulting DataFrame is a **Term-Document Matrix**.
...",1172,11,How does the provided Python code snippet utilize the `spaCy` and `collections` libraries to calcula...
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"**Domain File - List of Intents**

```yaml
intents:
  - greet
  - goodbye
  - affirm
  - deny
  - th...",460,11,How is intent classification typically approached in NLU?
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"**NLU File**
The NLU file (`nlu.yml`) is aimed at training the system to extract structured informat...",691,10,Explain the difference between Natural Language Understanding (NLU) and Natural Language Generation ...
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"## RNN Variants

### Bidirectional RNN

A Bidirectional RNN has two recurrent hidden layers:

*   On...",1460,10,What is the primary cause of the vanishing gradient problem in Recurrent Neural Networks during trai...
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"### RNN Training

Now the network is ""remembering"" something, but how does backpropagation work in t...",1330,10,"How does the sequential nature of RNNs impact their training speed, particularly when dealing with l..."
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"### Prompt Engineering Techniques

*   **Meta Prompting:**
    *   Definition: Guides the model thro...",1208,10,"What role does prompting play in utilizing LLMs for various downstream tasks, and how does it differ..."
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"### SKIP-GRAM VS. CBOW: WHEN TO USE WHICH APPROACH
Mikolov highlighted that the skip-gram approach w...",603,10,What is the key advantage of BPE in handling out-of-vocabulary words?
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"**Case Folding**

Case folding is a token normalization technique that reduces all characters to low...",761,10,What are the benefits of using relative positional encodings as opposed to absolute positional encod...
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"**Stories File**
Stories are training data to teach your assistant what it should do next based on t...",1317,10,"What is the purpose of the ""instruction"" component in the training data?"
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"**RAG Concepts**

A typical RAG application is structured around two principal components:

*   **In...",733,10,What is RAG and what are its key components?
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"### Static Embeddings
Word2Vec, GloVe, FastText are Static Embeddings
*   Each word is represented b...",299,10,What is the fundamental principle behind Word2Vec's ability to generate meaningful word embeddings?
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"## Lesson 8 ##

**Exercise: Building a Pizzeria Chatbot**

Develop a chatbot to assist with pizzeria...",391,10,"According to the example response, what kind of data can the chatbot send back to the user besides t..."
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"**Stemming and Lemmatization**

Stemming and lemmatization are techniques to reduce words to their r...",771,9,"What are the differences between stemming and lemmatization, and why are they important preprocessin..."
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"### Popular T5 Variants – UL2
UL2 (Unified Language Learning) is a general-purpose language model in...",835,9,When is the second edition of the textbook expected to be published?
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"### Forward pass

Figure 8.10 (not provided in text)

### Backpropagation

### What are RNNs Good Fo...",1788,9,"How does the sequential nature of RNNs impact their training speed, particularly when dealing with l..."
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"`

### Prompts and NLP Tasks

Prompts can be tailored to achieve various NLP tasks:

*   **Text Summ...",3636,9,How can NLP be utilized in the healthcare sector to improve patient care and treatment?
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"## Output

### Output
Linear. Linear weights are often tied with model input embedding matrix. Softm...",662,9,What are the final two layers of the decoder and how do they contribute to generating the probabilit...
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"**Porter Stemmer**

The Porter Stemmer is a widely used algorithm for stemming English words. It con...",604,9,How is the final output word selected for each time step?
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"**Setup – Hugging Face Account**

It is recommended to create a Hugging Face account, as many functi...",123,9,What are the core components of the Hugging Face Hub?
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"## BERT `[CLS]` Token
*   In BERT, the `[CLS]` token is a special token added at the beginning of ea...",796,9,How can BERT be practically applied to Token Classification tasks?
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"**Custom Actions**

**Custom Actions**
What do we want virtual assistants to do? The possibilities a...",735,9,"If you were developing a virtual personal assistant, what role would fine-tuning play in its develop..."
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"#### Properties of Cosine Similarity

Cosine similarity produces a value between -1 and 1:

*   **1:...",3033,9,Explain how the example corpus of sentences about Leonardo da Vinci and tennis could be used to demo...
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"### Limits of TF

Term Frequency alone has limitations in determining the importance of a word.

**E...",622,9,"Why can relying solely on raw word counts for Term Frequency be misleading, and how does the illustr..."
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"### Semantic Queries
Word embeddings allow for searching words or names by interpreting the semantic...",679,9,How are search results ranked based on the calculated similarity scores?
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"ANTONIO GRECO 
Antonio Greco graduated with honors in Computer Engineering in 2014 from the Universi...",5505,8,In which department and university is this course offered?
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"### Ambiguity

Natural language is inherently ambiguous, leading to challenges in NLP.

*   **One in...",1227,8,Explain the difference between Natural Language Understanding (NLU) and Natural Language Generation ...
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"**Gradio – Example: News Summarizer**

Gradio is used to create web demos.
An example: a News Summar...",931,8,What benefit does accessing the early access version provide?
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"**Tokenizer Improvement: Edge Cases**

The below cases are common in text and highlight the complexi...",575,8,What is the purpose of tokenization in Natural Language Processing (NLP)?
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"**What is a Token?**

A token is a unit of text that is treated as a single, meaningful element. Tok...",1001,8,What are the discrete units created during tokenization called?
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"**Self Attention**

If the query and the key are represented by vectors with the same dimensionality...",296,8,Why is the scaling factor (1/√dk) important in the scaled dot-product attention calculation?
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"### NLP and Linguistics

NLP techniques draw upon various aspects of linguistics to better understan...",969,8,What are some of the applications of NLP?
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"### ELIZA

A pioneering conversational agent.

*   Created by Joseph Weizenbaum in the 1960s at MIT....",944,8,"How did ELIZA contribute to the field of NLP, and what were its limitations?"
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"**Additional Context:**
fly. When you need to inspire students and keep them engaged. Teachers do
th...",1005,8,Why is creating a virtual environment recommended for local development with transformer models?
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"`

**Prompt Engineering Guide:** [https://www.promptingguide.ai/](https://www.promptingguide.ai/)

*...",2671,8,What specific aspects of prompt engineering does the document claim to cover?
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"`

### Writing Good Prompts - Examples

This section illustrates the difference between poorly writt...",1812,8,How does iterating on prompts improve their effectiveness?
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"**One-hot Vectors: Features**

One-hot vectors have positive and negative features.

**Positive feat...",773,8,What are the main drawbacks of using one-hot vectors for representing words in a large corpus?
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"### Document Similarity

Once documents are represented as vectors, their similarity can be calculat...",958,8,Explain how the example corpus of sentences about Leonardo da Vinci and tennis could be used to demo...
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"**Slots**
Slots serve as your assistant's memory, allowing it to store important details and use the...",682,8,"What is the primary benefit of case folding, and what is a potential drawback?"
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"### Analogies
Word embeddings enable answering analogy questions by leveraging their semantic relati...",675,8,How does lemmatization ensure that the reduced form of a word is always a valid dictionary word?
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"**Custom RAG Chain**

This section defines a custom RAG chain.

```python
from langchain_core.runnab...",497,8,What is RAG and what are its key components?
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"**More on Chains**

LCEL (LangChain Expression Language) is a declarative syntax for building modula...",768,8,How does LangChain facilitate the development of RAG systems?
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"**Predefined Chains**

LangChain includes ready-to-use chains that handle common tasks with minimal ...",663,8,How does LangChain facilitate the development of RAG systems?
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"**Prepare the Environment**

To follow the practical exercises in this lesson, a suitable developmen...",1075,7,What type of practical project will students undertake in this course?
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"The unrolled representation helps to visualize how information flows through time, and is useful to ...",1276,7,What role does backpropagation through time (BPTT) play in the vanishing gradient problem observed i...
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"**Tokenizer**

A basic approach to tokenization is to use whitespaces as the delimiter between words...",1157,7,What is the purpose of tokenization in Natural Language Processing (NLP)?
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"**Putting All Together: Output**

The DataFrame shows the binary BoW representation for each sentenc...",1613,7,How are tokens represented for computational processing?
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"### Continuous Bag-of-Word
|V| input and output neurons where V is the vocabulary
n hidden neurons w...",451,7,What is the relationship between the linear layer and the input embedding matrix?
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"### Temperature

q'<sub>i</sub> = exp(log(p<sub>i</sub>) / T) / Σ exp(log(p<sub>j</sub>) / T)

Where...",1249,7,How is the probability distribution over the output vocabulary calculated?
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"**Chaining all Together**

This demonstrates a complex chain where a prompt is generated, passed to ...",666,7,How is the final output word selected for each time step?
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"**Gradio for Demos**

Gradio is used to create web demos for machine learning models.

*   **Steps I...",593,7,How can Gradio be used to build web demos for models from the Hugging Face Hub?
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"**Gradio – Building a Demo Yourself**

To build your own Gradio demo:

1.  Install Gradio:

    ```
...",209,7,How can Gradio be used to build web demos for models from the Hugging Face Hub?
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"**Setup – Virtual Environment**

For a more controlled environment, a virtual environment using Anac...",517,7,What are the primary options available for establishing a development environment for working with t...
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"**Additional Factors for Model Selection**

*   Consider searching for examples and datasets, not ju...",397,7,What are the key factors to consider when selecting a machine learning model for a specific task?
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"**Indexing**

*   **Load:** The initial step in indexing involves loading data from its original sou...",969,7,"What are the three levels of text segmentation, and what are their characteristics?"
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"**NLU Pipeline - Classifiers**

*   `DIETClassifier`: A multi-task transformer-based classifier for ...",689,7,How does spaCy facilitate the analysis of syntactic dependencies and named entities?
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"**Vector Stores**

Vector stores enable semantic search and retrieval by indexing and querying embed...",1304,7,What are Vector Stores and how do they facilitate semantic search within a RAG system?
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"**Rules File**
Rules are a way to describe short pieces of conversations that always go the same way...",577,7,What is rule-based filtering and how does it contribute to LLM safety?
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"**Training Policies - Memoization Policy**
Assistant makes the decision on how to respond by matchin...",442,7,"In the provided Guardrails AI code example, what is the role of the `rules.yaml` file?"
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"﻿NICOLA CAPUANO 
Nicola Capuano is an Associate Professor at the Department of Information and Elect...",2884,6,In which department and university is this course offered?
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"### Hype Cycle

The Gartner Hype Cycle for Emerging Technologies (2023) positions NLP and related te...",1037,6,"What specific abilities related to NLP system design and implementation will students develop, inclu..."
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"### Using Reuters 21578

```python
import nltk

nltk.download('reuters') # Download the reuters corp...",1842,6,Where can one access the early access version of the second edition?
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"**Self Attention**

Step 3: Output representation for each position I, as a weighted sum of values (...",286,6,What are the two components of the final evaluation for this course?
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"**Self Attention**

Step 2: Compute attention score for each position i as a softmax of the scaled d...",335,6,What are the two components of the final evaluation for this course?
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"**RNNs Suffer from the Vanishing Gradient Problem**

*   The problem is related to the Vanishing gra...",1623,6,What is the primary cause of the vanishing gradient problem in Recurrent Neural Networks during trai...
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"**RNNs Lack of Long-Term Memory**

This refers to the difficulty RNNs have in capturing dependencies...",282,6,"How does the sequential nature of RNNs impact their training speed, particularly when dealing with l..."
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"BUT YOU DO CARE WHAT CAME OUT OF THE EARLIER STEPS

Sometimes you may care about the entire sequence...",1467,6,What role does backpropagation through time (BPTT) play in the vanishing gradient problem observed i...
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"**Input**

This section describes how the input data is prepared for the Transformer model.",91,6,What was the initial purpose for which the Transformer architecture was designed?
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"**Indexing: Vector Stores**

Vector stores are a special type of database designed for storing and i...",825,6,How does input embedding represent textual data and what is its significance?
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"**Positional Encoding**

This section addresses the crucial aspect of incorporating positional infor...",134,6,"Why are positional encodings necessary in a Transformer model, given its attention mechanism?"
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"**Self Attention**

Step 2: the attention matrix A is computed for each position by multiplying Q' a...",894,6,"What are the three matrices used in the self-attention mechanism, and how are they derived?"
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"**Setup – Google Colab**

Google Colab offers the simplest setup for running NLP code. It provides a...",540,6,What is the key advantage of transformers in NLP compared to previous architectures?
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"### Prompt Engineering Techniques

*   **Task-Agnostic Meta Prompting:**
    *   Definition: Achieve...",896,6,How does prompting guide a pre-trained LLM's output for a specific task?
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"### Prompt Engineering Techniques

*   **Chain-of-Thought Prompting:**
    *   Definition: Enhances ...",2976,6,How does iterating on prompts improve their effectiveness?
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"**RAG Prompt Template**

This section defines a prompt template that integrates retrieved context wi...",863,6,What are the key components of a well-structured prompt?
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"### Continuous bag of words vs. bag of words
In previous chapters, we introduced the concept of a ba...",1062,6,"How does the ""Bag of Words"" approach represent textual information, and what are its limitations?"
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"### Vector Space Model

The Vector Space Model (VSM) is a mathematical representation of documents a...",867,6,What are Vector Stores and how do they facilitate semantic search within a RAG system?
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"**NLU File - Sample Lists of Utterances**

```yaml
nlu:
  - intent: book_flight
    examples: |
    ...",819,6,"If *F*(d₃, c₂) = True, what does this imply about document d₃ and class c₂?"
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"**NLU File - Good Practices**

*   Start with the smallest possible number of intents, focusing on c...",464,6,How could sentiment analysis be used to benefit a business?
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"**Building a Chatbot with RASA**

**Domain File**
The domain file defines the knowledge base of the ...",497,6,What are the main components and functionalities of a dialog engine?
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"**Custom Actions - Example**

""Hey, what time is it in Amsterdam right now?""

""It’s currently 15:01....",1385,6,"In the utterance ""What's the weather like tomorrow?"", which word would be recognized as a date entit..."
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"**domain.yml - Session Configuration**
Example of session configuration within the `domain.yml` file...",470,6,"What does the `domain.yml` file define in a Rasa project, and why is it considered a central configu..."
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"**RNNs are Extremely Slow to Train**

*   Processing is inherently sequential: The fundamental desig...",737,5,"How does the sequential nature of RNNs impact their training speed, particularly when dealing with l..."
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"**Self Attention**

*   Input: three matrices Q, K, V
*   Q ($m \times d_q$) contains the query vect...",476,5,What is the primary purpose of self-attention in processing sequential data like sentences?
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"## Feed Forward

### Feed Forward
Non Linearity. Complex Relationships. Learn from each other.

FFN ...",583,5,"What is the core innovation of the Transformer model, and how does it differ from the approach used ..."
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"### Raise of Symbolic Approaches

**1970's and 1980's:**

*   Programmers started creating structure...",993,5,How has NLP developed historically?
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"### NLP is Hard

The complexities of NLP arise from the inherent ambiguities in human language:

""I ...",819,5,"What are the different levels of ambiguity that pose challenges for NLP, and can you provide example..."
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"### Skip-Gram
After the training is complete the output layer of the network is discarded. Only the ...",653,5,What are the final two layers of the decoder and how do they contribute to generating the probabilit...
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"**Porter Stemmer (Continued)**

Here are the remaining steps in the Porter Stemmer:

*   Step 3: Rem...",1432,5,Which positions should the decoder consider when generating the *i*-th output word?
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"`

**Rule-Based Filters:**

**Definition:** Rule-based filters involve using predefined rules to blo...",902,5,What ethical considerations are addressed through data pre-processing steps like privacy scrubbing a...
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"**Training Policies**
Training policies are techniques your assistant uses to decide on how to respo...",510,5,How does the task definition influence the choice of model architecture and training data?
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"## Popular BERT Variants - SciBERT
*   SciBERT is tailored for applications in scientific literature...",681,5,"What does pre-training entail in the context of BERT, and why is this step important?"
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"**Snowball Project**

The Snowball project provides stemming algorithms for several languages.

*   ...",1064,5,"What is the difference between stemming and lemmatization, and when might you choose one over the ot..."
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"### Corpus Processing (Optimization)

```python
ids_subset = ids # We now consider all elements
coun...",2494,5,How does the provided Python code snippet utilize the `spaCy` and `collections` libraries to calcula...
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"**Request and Response Format**
Illustrative examples of the REST API's JSON request and response fo...",619,5,What file needs to be modified to enable the REST channel?
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"**Setup Environment for NLP**

The lesson proceeds to describe how to set up the working environment...",173,4,"What specific abilities related to NLP system design and implementation will students develop, inclu..."
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"## Add & Norm

### Add (skip connections) & Norm
Input Normalization(Z)
* Mean 0, Std dev 1
* Stabil...",820,4,What is the primary cause of the vanishing gradient problem in Recurrent Neural Networks during trai...
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"**The Importance of Order**

*   Q: With the encoding we have seen so far, is it possible to discrim...",602,4,What limitation of the attention mechanism do positional encodings address?
/kaggle/working/22_03_2025__BGE-M3__MAX_INNER_PRODUCT,"**Self Attention**

Let us consider the sentence: ""The animal didn’t cross the street because it was...",657,4,What is the primary purpose of self-attention in processing sequential data like sentences?
